"","cat","gif.jiff","live.nyc","sibling","play.sport","travel.dist","android","movies","classes","states","fit.cluster","lon","lat","cluster"
"1",1.30639452948436,0.611010092660779,-0.240416162718006,0.0770991079443882,0.534293479504033,-0.670514643842539,-0.296963341731732,-0.272731675069025,-0.414142062150997,-0.570341453520122,"3",104.195397,35.86166,"2"
"2",-0.734846922834953,0.611010092660779,-0.584624325199734,-0.886639741360465,-1.57475972906452,-0.666213227685332,-0.335035565030673,-0.784103565823448,1.31144986347816,-0.370455430090172,"4",104.195397,35.86166,"2"
"3",-0.734846922834953,-1.57116880969915,-0.584624325199734,-0.886639741360465,0.534293479504033,-0.649007563056506,-0.201782783484382,0.579554809521679,1.31144986347816,-0.770227476950071,"1",104.195397,35.86166,"2"
"4",-0.734846922834953,0.611010092660779,0.262657305524518,-0.886639741360465,-0.168724256685484,-0.670514643842539,-0.296963341731732,0.579554809521679,-1.27693802496557,-0.503712779043472,"3",104.195397,35.86166,"2"
"5",-0.734846922834953,0.611010092660779,-0.346326366558538,-0.886639741360465,1.23731121569355,-0.669224218995377,-0.201782783484382,-0.613646268905307,-0.414142062150997,-0.437084104566822,"3",104.195397,35.86166,"2"
"6",1.30639452948436,-1.57116880969915,-0.187461060797741,-0.886639741360465,-0.871741992875002,1.69526424262114,-0.201782783484382,-0.102274378150884,-0.414142062150997,-0.237198081136873,"1",104.195397,35.86166,"2"
"7",-0.734846922834953,0.611010092660779,-0.584624325199734,0.0770991079443882,-0.168724256685484,-0.670514643842539,0.750022798989119,-0.613646268905307,1.31144986347816,-0.770227476950071,"4",104.195397,35.86166,"2"
"8",-0.734846922834953,0.611010092660779,0.183224652644119,0.0770991079443882,0.534293479504033,-0.778050047772706,1.51146726496792,-1.12501815965973,-2.13973398778015,-0.703598802473421,"3",104.195397,35.86166,"2"
"9",-0.734846922834953,0.611010092660779,-0.266893713678139,-0.886639741360465,1.23731121569355,-0.562979239912372,-0.392143899979083,1.43184129411238,0.44865390066358,-0.703598802473421,"1",104.195397,35.86166,"2"
"10",-0.734846922834953,-1.57116880969915,0.315612407444784,1.04083795724924,0.534293479504033,-0.562979239912372,-0.296963341731732,-0.272731675069025,0.44865390066358,0.162573965723025,"1",-95.712891,37.09024,"1"
"11",-0.734846922834953,0.611010092660779,0.315612407444784,1.04083795724924,-1.57475972906452,1.91033505048147,-0.354071676680143,1.43184129411238,-1.27693802496557,1.62840480420932,"4",-95.712891,37.09024,"1"
"12",-0.734846922834953,0.611010092660779,-0.558146774239601,2.96831565585895,-1.57475972906452,-0.455443835982205,-0.315999453381203,-0.613646268905307,0.44865390066358,-0.370455430090172,"4",-95.712891,37.09024,"1"
"13",1.30639452948436,0.611010092660779,-0.584624325199734,0.0770991079443882,-1.57475972906452,-0.562979239912372,-0.335035565030673,0.238640215685397,1.31144986347816,-0.770227476950071,"4",104.195397,35.86166,"2"
"14",1.30639452948436,-1.57116880969915,-0.346326366558538,-0.886639741360465,1.23731121569355,-0.562979239912372,-0.392143899979083,0.579554809521679,-0.414142062150997,-0.437084104566822,"1",104.195397,35.86166,"2"
"15",-0.734846922834953,0.611010092660779,0.686298120886644,-0.886639741360465,1.23731121569355,-0.455443835982205,-0.258891118432792,-0.954560862741589,-0.414142062150997,-0.503712779043472,"3",104.195397,35.86166,"2"
"16",1.30639452948436,-1.57116880969915,4.39315525530525,1.04083795724924,0.534293479504033,0.619910203319465,-0.373107788329613,-1.12501815965973,-1.27693802496557,2.02817685106922,"2",-95.712891,37.09024,"1"
"17",-0.734846922834953,0.611010092660779,-0.531669223279468,0.0770991079443882,-0.871741992875002,-0.670514643842539,-0.354071676680143,-0.613646268905307,-0.414142062150997,2.36132022345247,"4",-95.712891,37.09024,"1"
"18",-0.734846922834953,0.611010092660779,-0.240416162718006,0.0770991079443882,1.23731121569355,2.1254058583418,-0.335035565030673,-0.272731675069025,-1.27693802496557,-0.303826755613523,"3",106.774124,-6.121435,"3"
"19",-0.734846922834953,0.611010092660779,0.262657305524518,1.04083795724924,-0.168724256685484,1.05005181904013,-0.296963341731732,-0.102274378150884,-0.414142062150997,0.628974687059573,"4",-95.712891,37.09024,"1"
"20",1.30639452948436,0.611010092660779,-0.240416162718006,0.0770991079443882,-0.871741992875002,-0.562979239912372,-0.335035565030673,-1.12501815965973,1.31144986347816,-0.303826755613523,"4",121.597366,25.10547,"4"
"21",1.30639452948436,0.611010092660779,-0.293371264638272,-0.886639741360465,-0.871741992875002,2.1254058583418,-0.201782783484382,-0.613646268905307,0.44865390066358,-0.636970127996771,"4",104.195397,35.86166,"2"
"22",1.30639452948436,0.611010092660779,-0.637579427119999,-0.886639741360465,1.23731121569355,0.512374799389298,-0.296963341731732,0.579554809521679,0.44865390066358,-0.0373120577069239,"1",104.195397,35.86166,"2"
"23",1.30639452948436,-1.57116880969915,-0.319848815598405,1.04083795724924,0.534293479504033,0.404839395459131,-0.354071676680143,2.28412777870309,0.44865390066358,-0.170569406660223,"1",104.195397,35.86166,"2"
"24",-0.734846922834953,-1.57116880969915,0.686298120886644,1.04083795724924,-0.168724256685484,-0.667256321103455,4.36688401238843,-0.784103565823448,-0.414142062150997,2.42794889792912,"2",-95.712891,37.09024,"1"
"25",-0.734846922834953,0.611010092660779,-0.558146774239601,-0.886639741360465,-0.168724256685484,-0.605993401484439,-0.201782783484382,2.28412777870309,1.31144986347816,-0.636970127996771,"1",104.195397,35.86166,"2"
